URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVERAGE SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,125,163,-0.131944443986304,0.2796116502139692,13,0.39029126213592236,5.35611650485437,13,402,1030
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,126,132,-0.02325581386334956,0.39329268232729775,8,0.31402439024390244,3.3256097560975615,8,206,656
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,126,156,-0.10638297834615965,0.31160220960043955,11,0.4044198895027624,4.561767955801105,11,366,905
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,156,147,0.0297029701990001,0.4029255313790884,8,0.3377659574468085,3.335106382978724,8,254,752
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,133,142,-0.03272727260826446,0.30864197496224244,11,0.3546576879910213,4.541863075196409,11,316,891
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,113,116,-0.013100436624015561,0.3533950611830323,10,0.32407407407407407,4.12962962962963,10,210,648
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,49,56,-0.06666666603174604,0.2822580637573708,8,0.33064516129032256,3.332258064516129,8,123,372
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,60,77,-0.12408759033512708,0.36631015944836853,10,0.23529411764705882,4.094117647058823,10,88,374
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,163,175,-0.03550295847484332,0.3313725486947328,13,0.37549019607843137,5.350196078431373,13,383,1020
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,126,180,-0.17647058765859286,0.26818580169308864,11,0.2839614373356705,4.513584574934268,11,324,1141
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,93,85,0.04494381997222573,0.27051671691410833,11,0.4027355623100304,4.5610942249240125,11,265,658
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,88,96,-0.04347826063327032,0.27380952340206915,8,0.3080357142857143,3.3232142857142857,8,207,672
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,137,133,0.01481481475994513,0.3590425527140392,11,0.3271276595744681,4.530851063829788,11,246,752
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,138,135,0.010989010948758201,0.3313106792095744,10,0.36893203883495146,4.147572815533981,10,304,824
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,46,50,-0.04166666623263889,0.3529411751730104,12,0.4117647058823529,4.964705882352941,12,112,272
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,167,158,0.02769230760710059,0.44520547884218425,81,0.363013698630137,32.54520547945206,81,265,730
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,71,80,-0.05960264861190299,0.29783037416601504,9,0.41420118343195267,3.765680473372781,9,210,507
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,52,52,0.0,0.27513227440441196,9,0.48412698412698413,3.793650793650794,9,183,378
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,12,22,-0.2941176384083048,0.21656050817477385,13,0.4012738853503185,5.360509554140128,13,63,157
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,85,166,-0.32270916206091965,0.348611110626929,13,0.3263888888888889,5.330555555555556,13,235,720
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,57,73,-0.12307692213017753,0.37142857036734694,12,0.37142857142857144,4.948571428571429,12,130,350
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,180,203,-0.06005221916435452,0.42087912041661635,8,0.3505494505494505,3.3402197802197806,8,319,910
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,68,55,0.10569105605129223,0.35243552907611597,8,0.36103151862464183,3.3444126074498572,8,126,349
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,38,34,0.05555555478395063,0.346153844489645,12,0.22596153846153846,4.890384615384615,12,47,208
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,69,78,-0.06122448937942524,0.21212121181512092,13,0.2698412698412698,5.307936507936509,13,187,693
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,66,64,0.01538461526627219,0.38011695795287437,14,0.4064327485380117,5.762573099415206,14,139,342
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,25,31,-0.10714285522959188,0.3163841790034792,6,0.3785310734463277,2.5514124293785314,6,67,177
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,18,19,-0.027027026296566857,0.40217390867202274,8,0.3804347826086957,3.3521739130434782,8,35,92
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,78,122,-0.21999999890000002,0.5390835564984271,7,0.2668463611859838,2.9067385444743934,7,99,371
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,20,23,-0.06976744023796651,0.4886363580836778,9,0.25,3.7,9,22,88
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,94,111,-0.08292682886377156,0.30597014879705947,11,0.3895522388059702,4.5558208955223884,11,261,670
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,40,62,-0.21568627239523264,0.3820224704793166,9,0.39325842696629215,3.7573033707865173,9,105,267
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,81,122,-0.20197044235482542,0.39113680078779034,9,0.35260115606936415,3.741040462427746,9,183,519
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,133,211,-0.22674418538737157,0.39179954397289346,12,0.4396355353075171,4.975854214123007,12,386,878
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,147,168,-0.06666666645502646,0.4139290401919461,11,0.3232588699080158,4.529303547963206,11,246,761
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,108,116,-0.03571428555484694,0.3018867920459747,9,0.2884097035040431,3.715363881401617,9,214,742
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,60,70,-0.07692307633136096,0.3513513504017531,6,0.3027027027027027,2.5210810810810815,6,112,370
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,92,90,0.010989010928631809,0.3121783871146168,9,0.3241852487135506,3.7296740994854205,9,189,583
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,61,56,0.04273504236978597,0.5820895493428381,13,0.39800995024875624,5.359203980099503,13,80,201
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,119,124,-0.02057613160256736,0.2924187722112891,12,0.34296028880866425,4.937184115523466,12,285,831
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,65,137,-0.35643564179982357,0.4297872331281123,6,0.2531914893617021,2.501276595744681,6,119,470
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,128,158,-0.10489510452833879,0.5458015256759513,7,0.2595419847328244,2.90381679389313,7,136,524
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,78,123,-0.22388059590109158,0.30316742035721356,12,0.2684766214177979,4.9073906485671195,12,178,663
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,73,134,-0.29468598891456044,0.26953124964904784,9,0.3489583333333333,3.739583333333334,9,268,768
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,67,151,-0.3853210991499032,0.435999999128,6,0.258,2.5032,6,129,500
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,156,216,-0.16129032214706904,0.41287458333754207,12,0.33296337402885684,4.933185349611543,12,300,901
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,53,82,-0.21481481322359397,0.3461538452662722,14,0.3230769230769231,5.72923076923077,14,126,390
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,84,107,-0.1204188475370741,0.2952086548760299,16,0.34312210200927357,6.53724884080371,16,222,647
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,111,154,-0.1622641503310787,0.30424799046584616,11,0.3409873708381171,4.536394948335247,11,297,871
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,133,322,-0.4153846144716822,0.1939471439923499,12,0.18414322250639387,4.8736572890025585,12,432,2346
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,105,144,-0.15662650539507428,0.28919860593589014,10,0.3519163763066202,4.140766550522648,10,303,861
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,84,154,-0.2941176458230351,0.27674418572471604,14,0.44069767441860463,5.776279069767442,14,379,860
91,https://insights.blackcoffer.com/human-rights-outlook/,9,13,-0.18181817355371938,0.3013698588853444,8,0.3287671232876712,3.3315068493150686,8,24,73
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,79,86,-0.04242424216712581,0.33132530053950743,11,0.25502008032128515,4.502008032128514,11,127,498
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,109,128,-0.08016877603304313,0.30699481825518804,6,0.41321243523316065,2.5652849740932644,6,319,772
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,148,145,0.010238907814884273,0.31813246436684856,10,0.33659066232356133,4.134636264929425,10,310,921
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,72,109,-0.20441988837337077,0.33831775637697614,11,0.31588785046728973,4.526355140186916,11,169,535
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,111,172,-0.21554770241855936,0.2796442684983752,16,0.36264822134387353,6.5450592885375505,16,367,1012
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,60,107,-0.2814371240632508,0.3373737366921743,10,0.33131313131313134,4.1325252525252525,10,164,495
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,82,132,-0.2336448587212857,0.3999999992523364,7,0.36261682242990656,2.945046728971963,7,194,535
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,76,110,-0.18279569794195863,0.3661417315627131,13,0.3937007874015748,5.35748031496063,13,200,508
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,63,98,-0.21739130299756956,0.21184210498441827,13,0.29473684210526313,5.3178947368421055,13,224,760
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,13,15,-0.07142856887755111,0.3218390767604704,8,0.25287356321839083,3.301149425287356,8,22,87
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,76,115,-0.20418848060634304,0.34854014534937927,9,0.31204379562043794,3.7248175182481753,9,171,548
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,36,68,-0.30769230473372783,0.29295774565364013,10,0.27323943661971833,4.1092957746478875,10,97,355
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,75,141,-0.30555555414094654,0.36180904462008534,12,0.38860971524288107,4.955443886097153,12,232,597
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,97,127,-0.13392857083067602,0.4955752201425327,12,0.34513274336283184,4.938053097345133,12,156,452
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,16,20,-0.11111110802469146,0.14516128973725287,11,0.40725806451612906,4.562903225806452,11,101,248
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,38,47,-0.10588235169550175,0.2607361955192141,10,0.2085889570552147,4.083435582822086,10,68,326
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,93,141,-0.20512820425158887,0.40137221200450734,18,0.3361921097770154,7.334476843910807,18,196,583
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,55,60,-0.043478260491493385,0.41666666515700485,9,0.2246376811594203,3.689855072463768,9,62,276
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,42,88,-0.3538461511242604,0.22887323903367388,12,0.3397887323943662,4.935915492957747,12,193,568
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,45,65,-0.18181818016528928,0.21912350553959462,10,0.39641434262948205,4.158565737051793,10,199,502
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,76,111,-0.18716577440018303,0.3363309346468868,10,0.3057553956834532,4.122302158273381,10,170,556
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,80,136,-0.2592592580589849,0.334365324559806,12,0.3544891640866873,4.941795665634675,12,229,646
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,123,139,-0.061068702056989686,0.33719433676036764,11,0.3178893178893179,4.527155727155727,11,247,777
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,97,142,-0.18828451804065055,0.23570019700621284,13,0.33925049309664695,5.335700197238659,13,344,1014
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,84,100,-0.08695652126654065,0.5168539311324328,32,0.19101123595505617,12.876404494382024,32,68,356
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,132,223,-0.2563380274469351,0.33115671610899555,14,0.3087686567164179,5.723507462686568,14,331,1072
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,105,156,-0.1954022981019069,0.45312499921332466,7,0.21006944444444445,2.884027777777778,7,121,576
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,22,36,-0.24137930618311543,0.2857142843068262,13,0.3891625615763547,5.355665024630542,13,79,203
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,104,210,-0.3375796167593006,0.2542510119398777,14,0.32793522267206476,5.731174089068826,14,405,1235
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,113,171,-0.2042253513935727,0.47333333254444443,9,0.29,3.7159999999999997,9,174,600
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,89,151,-0.25833333225694444,0.2634467615110354,11,0.3029637760702525,4.521185510428101,11,276,911
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,126,201,-0.22935779746373763,0.3633333329296296,12,0.33,4.932,12,297,900
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,130,202,-0.21686746922630282,0.29882988271932504,14,0.36543654365436545,5.7461746174617465,14,406,1111
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,143,130,0.047619047444618874,0.2964169377889067,14,0.3724212812160695,5.748968512486428,14,343,921
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,52,81,-0.21804511114251796,0.31294117573425606,13,0.33647058823529413,5.334588235294118,13,143,425
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,139,225,-0.23626373561466008,0.42924528251268246,12,0.33726415094339623,4.934905660377359,12,286,848
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,82,128,-0.21904761800453515,0.4449152532946711,8,0.3093220338983051,3.323728813559322,8,146,472
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,32,72,-0.3846153809171598,0.21267893617039071,13,0.2903885480572597,5.316155419222905,13,142,489
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,139,194,-0.1651651646691737,0.34472049653755643,19,0.2722567287784679,7.708902691511388,19,263,966
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,191,162,0.08215297427152132,0.3700209639727244,14,0.34067085953878407,5.736268343815514,14,325,954
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,92,128,-0.16363636289256198,0.31249999955610797,12,0.3338068181818182,4.933522727272727,12,235,704
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,98,112,-0.06666666634920636,0.3296703291527938,13,0.4850863422291994,5.39403453689168,13,309,637
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,28,43,-0.2112676026582028,0.33649288940050764,14,0.4218009478672986,5.76872037914692,14,89,211
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,20,39,-0.32203389284688316,0.4184397133443992,10,0.16312056737588654,4.065248226950355,10,23,141
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,23,38,-0.24590163531308795,0.34857142657959184,9,0.2857142857142857,3.714285714285715,9,50,175
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,9,16,-0.27999998880000043,0.20491803110722925,17,0.26229508196721313,6.9049180327868855,17,32,122
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,18,28,-0.21739129962192827,0.4299065380382567,8,0.4485981308411215,3.3794392523364487,8,48,107
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,67,60,0.05511810980221961,0.34986225798936016,11,0.4380165289256198,4.575206611570247,11,159,363
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,67,133,-0.32999999835,0.3623188399233354,13,0.3278985507246377,5.331159420289855,13,181,552
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,60,103,-0.2638036793631676,0.3551198249343795,12,0.3115468409586057,4.924618736383443,12,143,459
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,96,166,-0.26717557149932986,0.2752100837445272,13,0.39810924369747897,5.359243697478992,13,379,952
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,39,65,-0.24999999759615388,0.3280757087442407,9,0.2870662460567823,3.714826498422713,9,91,317
145,https://insights.blackcoffer.com/blockchain-in-fintech/,62,69,-0.053435114095915164,0.28478260807655953,12,0.3065217391304348,4.922608695652174,12,141,460
146,https://insights.blackcoffer.com/blockchain-for-payments/,62,94,-0.20512820381328076,0.3157894730449606,10,0.32388663967611336,4.129554655870446,10,160,494
147,https://insights.blackcoffer.com/the-future-of-investing/,119,111,0.03478260854442344,0.2634593353224979,13,0.3104238258877434,5.324169530355098,13,271,873
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,97,166,-0.2623574134511125,0.40091463353519113,10,0.3704268292682927,4.148170731707317,10,243,656
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,54,51,0.02857142829931973,0.2592592586191129,13,0.44938271604938274,5.379753086419754,13,182,405
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,82,131,-0.2300469472767749,0.39371534123157975,8,0.3456561922365989,3.3382624768946396,8,187,541
